t,x,y,z,vx,vy,vz,speed,roll,pitch,yaw,roll_target,pitch_target,yaw_target,altitude_target,p,q,r,ax,ay,az,m1,m2,m3,m4,thrust_total_n,power_total_w,current_total_a,power_m1_w,power_m2_w,power_m3_w,power_m4_w,current_m1_a,current_m2_a,current_m3_a,current_m4_a
16.880000,18.034005,0.000000,10.001742,1.260333,0.000000,0.000001,1.260333,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000651,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255078,211.457973,14.287701,52.864493,52.864493,52.864493,52.864493,3.571925,3.571925,3.571925,3.571925
16.890000,18.046608,0.000000,10.001742,1.260339,0.000000,0.000001,1.260339,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000649,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255078,211.457973,14.287701,52.864493,52.864493,52.864493,52.864493,3.571925,3.571925,3.571925,3.571925
16.900000,18.059212,0.000000,10.001742,1.260346,0.000000,0.000001,1.260346,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000646,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255078,211.457972,14.287701,52.864493,52.864493,52.864493,52.864493,3.571925,3.571925,3.571925,3.571925
16.910000,18.071815,0.000000,10.001742,1.260352,0.000000,0.000001,1.260352,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000643,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255078,211.457971,14.287701,52.864493,52.864493,52.864493,52.864493,3.571925,3.571925,3.571925,3.571925
16.920000,18.084419,0.000000,10.001742,1.260359,0.000000,0.000001,1.260359,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000641,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255078,211.457970,14.287701,52.864493,52.864493,52.864493,52.864493,3.571925,3.571925,3.571925,3.571925
16.930000,18.097022,0.000000,10.001742,1.260365,0.000000,0.000001,1.260365,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000638,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255078,211.457969,14.287701,52.864492,52.864492,52.864492,52.864492,3.571925,3.571925,3.571925,3.571925
16.940000,18.109626,0.000000,10.001742,1.260372,0.000000,0.000001,1.260372,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000636,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255078,211.457968,14.287701,52.864492,52.864492,52.864492,52.864492,3.571925,3.571925,3.571925,3.571925
16.950000,18.122230,0.000000,10.001742,1.260378,0.000000,0.000001,1.260378,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000633,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255078,211.457968,14.287701,52.864492,52.864492,52.864492,52.864492,3.571925,3.571925,3.571925,3.571925
16.960000,18.134833,0.000000,10.001742,1.260384,0.000000,0.000001,1.260384,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000630,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255078,211.457967,14.287700,52.864492,52.864492,52.864492,52.864492,3.571925,3.571925,3.571925,3.571925
16.970000,18.147437,0.000000,10.001742,1.260391,0.000000,0.000001,1.260391,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000628,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255078,211.457966,14.287700,52.864492,52.864492,52.864492,52.864492,3.571925,3.571925,3.571925,3.571925
16.980000,18.160041,0.000000,10.001742,1.260397,0.000000,0.000001,1.260397,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000625,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255078,211.457965,14.287700,52.864491,52.864491,52.864491,52.864491,3.571925,3.571925,3.571925,3.571925
16.990000,18.172645,0.000000,10.001742,1.260403,0.000000,0.000001,1.260403,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000623,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255078,211.457965,14.287700,52.864491,52.864491,52.864491,52.864491,3.571925,3.571925,3.571925,3.571925
17.000000,18.185249,0.000000,10.001742,1.260409,0.000000,0.000001,1.260409,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000620,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255078,211.457964,14.287700,52.864491,52.864491,52.864491,52.864491,3.571925,3.571925,3.571925,3.571925
17.010000,18.197853,0.000000,10.001742,1.260416,0.000000,0.000001,1.260416,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000618,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255078,211.457963,14.287700,52.864491,52.864491,52.864491,52.864491,3.571925,3.571925,3.571925,3.571925
17.020000,18.210457,0.000000,10.001742,1.260422,0.000000,0.000001,1.260422,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000615,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255078,211.457962,14.287700,52.864491,52.864491,52.864491,52.864491,3.571925,3.571925,3.571925,3.571925
17.030000,18.223062,0.000000,10.001742,1.260428,0.000000,0.000001,1.260428,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000613,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255078,211.457961,14.287700,52.864490,52.864490,52.864490,52.864490,3.571925,3.571925,3.571925,3.571925
17.040000,18.235666,0.000000,10.001742,1.260434,0.000000,0.000001,1.260434,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000610,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255078,211.457961,14.287700,52.864490,52.864490,52.864490,52.864490,3.571925,3.571925,3.571925,3.571925
17.050000,18.248270,0.000000,10.001742,1.260440,0.000000,0.000001,1.260440,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000608,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255078,211.457960,14.287700,52.864490,52.864490,52.864490,52.864490,3.571925,3.571925,3.571925,3.571925
17.060000,18.260875,0.000000,10.001742,1.260446,0.000000,0.000001,1.260446,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000605,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255078,211.457959,14.287700,52.864490,52.864490,52.864490,52.864490,3.571925,3.571925,3.571925,3.571925
17.070000,18.273479,0.000000,10.001742,1.260452,0.000000,0.000001,1.260452,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000603,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255078,211.457958,14.287700,52.864490,52.864490,52.864490,52.864490,3.571925,3.571925,3.571925,3.571925
17.080000,18.286084,0.000000,10.001742,1.260458,0.000000,0.000001,1.260458,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000600,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255078,211.457958,14.287700,52.864489,52.864489,52.864489,52.864489,3.571925,3.571925,3.571925,3.571925
17.090000,18.298688,0.000000,10.001742,1.260464,0.000000,0.000001,1.260464,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000598,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255078,211.457957,14.287700,52.864489,52.864489,52.864489,52.864489,3.571925,3.571925,3.571925,3.571925
17.100000,18.311293,0.000000,10.001742,1.260470,0.000000,0.000001,1.260470,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000595,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255078,211.457956,14.287700,52.864489,52.864489,52.864489,52.864489,3.571925,3.571925,3.571925,3.571925
17.110000,18.323897,0.000000,10.001742,1.260476,0.000000,0.000001,1.260476,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000593,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255078,211.457955,14.287700,52.864489,52.864489,52.864489,52.864489,3.571925,3.571925,3.571925,3.571925
17.120000,18.336502,0.000000,10.001742,1.260482,0.000000,0.000001,1.260482,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000591,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255078,211.457955,14.287700,52.864489,52.864489,52.864489,52.864489,3.571925,3.571925,3.571925,3.571925
17.130000,18.349107,0.000000,10.001742,1.260488,0.000000,0.000001,1.260488,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000588,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255078,211.457954,14.287700,52.864488,52.864488,52.864488,52.864488,3.571925,3.571925,3.571925,3.571925
17.140000,18.361712,0.000000,10.001742,1.260494,0.000000,0.000001,1.260494,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000586,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255078,211.457953,14.287700,52.864488,52.864488,52.864488,52.864488,3.571925,3.571925,3.571925,3.571925
17.150000,18.374317,0.000000,10.001742,1.260500,0.000000,0.000001,1.260500,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000583,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255078,211.457952,14.287699,52.864488,52.864488,52.864488,52.864488,3.571925,3.571925,3.571925,3.571925
17.160000,18.386922,0.000000,10.001742,1.260506,0.000000,0.000001,1.260506,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000581,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255077,211.457952,14.287699,52.864488,52.864488,52.864488,52.864488,3.571925,3.571925,3.571925,3.571925
17.170000,18.399527,0.000000,10.001742,1.260511,0.000000,0.000001,1.260511,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000579,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255077,211.457951,14.287699,52.864488,52.864488,52.864488,52.864488,3.571925,3.571925,3.571925,3.571925
17.180000,18.412132,0.000000,10.001742,1.260517,0.000000,0.000001,1.260517,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000576,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255077,211.457950,14.287699,52.864488,52.864488,52.864488,52.864488,3.571925,3.571925,3.571925,3.571925
17.190000,18.424737,0.000000,10.001742,1.260523,0.000000,0.000001,1.260523,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000574,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255077,211.457950,14.287699,52.864487,52.864487,52.864487,52.864487,3.571925,3.571925,3.571925,3.571925
17.200000,18.437342,0.000000,10.001742,1.260529,0.000000,0.000001,1.260529,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000572,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255077,211.457949,14.287699,52.864487,52.864487,52.864487,52.864487,3.571925,3.571925,3.571925,3.571925
17.210000,18.449948,0.000000,10.001742,1.260534,0.000000,0.000001,1.260534,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000569,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255077,211.457948,14.287699,52.864487,52.864487,52.864487,52.864487,3.571925,3.571925,3.571925,3.571925
17.220000,18.462553,0.000000,10.001742,1.260540,0.000000,0.000001,1.260540,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000567,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255077,211.457948,14.287699,52.864487,52.864487,52.864487,52.864487,3.571925,3.571925,3.571925,3.571925
17.230000,18.475158,0.000000,10.001742,1.260546,0.000000,0.000001,1.260546,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000565,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255077,211.457947,14.287699,52.864487,52.864487,52.864487,52.864487,3.571925,3.571925,3.571925,3.571925
17.240000,18.487764,0.000000,10.001742,1.260551,0.000000,0.000001,1.260551,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000562,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255077,211.457946,14.287699,52.864487,52.864487,52.864487,52.864487,3.571925,3.571925,3.571925,3.571925
17.250000,18.500369,0.000000,10.001742,1.260557,0.000000,0.000001,1.260557,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000560,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255077,211.457945,14.287699,52.864486,52.864486,52.864486,52.864486,3.571925,3.571925,3.571925,3.571925
17.260000,18.512975,0.000000,10.001742,1.260563,0.000000,0.000001,1.260563,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000558,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255077,211.457945,14.287699,52.864486,52.864486,52.864486,52.864486,3.571925,3.571925,3.571925,3.571925
17.270000,18.525581,0.000000,10.001742,1.260568,0.000000,0.000001,1.260568,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000555,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255077,211.457944,14.287699,52.864486,52.864486,52.864486,52.864486,3.571925,3.571925,3.571925,3.571925
17.280000,18.538186,0.000000,10.001742,1.260574,0.000000,0.000001,1.260574,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000553,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255077,211.457943,14.287699,52.864486,52.864486,52.864486,52.864486,3.571925,3.571925,3.571925,3.571925
17.290000,18.550792,0.000000,10.001742,1.260579,0.000000,0.000001,1.260579,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000551,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255077,211.457943,14.287699,52.864486,52.864486,52.864486,52.864486,3.571925,3.571925,3.571925,3.571925
17.300000,18.563398,0.000000,10.001742,1.260585,0.000000,0.000001,1.260585,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000549,0.000000,-0.000001,0.664707,0.664707,0.664707,0.664707,13.255077,211.457942,14.287699,52.864486,52.864486,52.864486,52.864486,3.571925,3.571925,3.571925,3.571925
17.310000,18.576004,0.000000,10.001742,1.260590,0.000000,0.000001,1.260590,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000546,0.000000,-0.000000,0.664707,0.664707,0.664707,0.664707,13.255077,211.457941,14.287699,52.864485,52.864485,52.864485,52.864485,3.571925,3.571925,3.571925,3.571925
17.320000,18.588610,0.000000,10.001742,1.260596,0.000000,0.000001,1.260596,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000544,0.000000,-0.000000,0.664707,0.664707,0.664707,0.664707,13.255077,211.457941,14.287699,52.864485,52.864485,52.864485,52.864485,3.571925,3.571925,3.571925,3.571925
17.330000,18.601216,0.000000,10.001742,1.260601,0.000000,0.000001,1.260601,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000542,0.000000,-0.000000,0.664707,0.664707,0.664707,0.664707,13.255077,211.457940,14.287699,52.864485,52.864485,52.864485,52.864485,3.571925,3.571925,3.571925,3.571925
17.340000,18.613822,0.000000,10.001742,1.260607,0.000000,0.000001,1.260607,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000540,0.000000,-0.000000,0.664707,0.664707,0.664707,0.664707,13.255077,211.457939,14.287699,52.864485,52.864485,52.864485,52.864485,3.571925,3.571925,3.571925,3.571925
17.350000,18.626428,0.000000,10.001742,1.260612,0.000000,0.000001,1.260612,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000538,0.000000,-0.000000,0.664707,0.664707,0.664707,0.664707,13.255077,211.457939,14.287699,52.864485,52.864485,52.864485,52.864485,3.571925,3.571925,3.571925,3.571925
17.360000,18.639034,0.000000,10.001742,1.260617,0.000000,0.000001,1.260617,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000535,0.000000,-0.000000,0.664707,0.664707,0.664707,0.664707,13.255077,211.457938,14.287699,52.864485,52.864485,52.864485,52.864485,3.571925,3.571925,3.571925,3.571925
17.370000,18.651640,0.000000,10.001742,1.260623,0.000000,0.000001,1.260623,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000533,0.000000,-0.000000,0.664707,0.664707,0.664707,0.664707,13.255077,211.457937,14.287698,52.864484,52.864484,52.864484,52.864484,3.571925,3.571925,3.571925,3.571925
17.380000,18.664246,0.000000,10.001742,1.260628,0.000000,0.000001,1.260628,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000531,0.000000,-0.000000,0.664707,0.664707,0.664707,0.664707,13.255077,211.457937,14.287698,52.864484,52.864484,52.864484,52.864484,3.571925,3.571925,3.571925,3.571925
17.390000,18.676852,0.000000,10.001742,1.260633,0.000000,0.000001,1.260633,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000529,0.000000,-0.000000,0.664707,0.664707,0.664707,0.664707,13.255077,211.457936,14.287698,52.864484,52.864484,52.864484,52.864484,3.571925,3.571925,3.571925,3.571925
17.400000,18.689459,0.000000,10.001742,1.260639,0.000000,0.000001,1.260639,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000527,0.000000,-0.000000,0.664707,0.664707,0.664707,0.664707,13.255077,211.457935,14.287698,52.864484,52.864484,52.864484,52.864484,3.571925,3.571925,3.571925,3.571925
17.410000,18.702065,0.000000,10.001742,1.260644,0.000000,0.000001,1.260644,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000525,0.000000,-0.000000,0.664707,0.664707,0.664707,0.664707,13.255077,211.457935,14.287698,52.864484,52.864484,52.864484,52.864484,3.571925,3.571925,3.571925,3.571925
17.420000,18.714672,0.000000,10.001742,1.260649,0.000000,0.000001,1.260649,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000522,0.000000,-0.000000,0.664707,0.664707,0.664707,0.664707,13.255077,211.457934,14.287698,52.864484,52.864484,52.864484,52.864484,3.571925,3.571925,3.571925,3.571925
17.430000,18.727278,0.000000,10.001742,1.260654,0.000000,0.000001,1.260654,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000520,0.000000,-0.000000,0.664707,0.664707,0.664707,0.664707,13.255077,211.457934,14.287698,52.864483,52.864483,52.864483,52.864483,3.571925,3.571925,3.571925,3.571925
17.440000,18.739885,0.000000,10.001742,1.260660,0.000000,0.000001,1.260660,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000518,0.000000,-0.000000,0.664707,0.664707,0.664707,0.664707,13.255077,211.457933,14.287698,52.864483,52.864483,52.864483,52.864483,3.571925,3.571925,3.571925,3.571925
17.450000,18.752491,0.000000,10.001742,1.260665,0.000000,0.000001,1.260665,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000516,0.000000,-0.000000,0.664707,0.664707,0.664707,0.664707,13.255077,211.457932,14.287698,52.864483,52.864483,52.864483,52.864483,3.571925,3.571925,3.571925,3.571925
17.460000,18.765098,0.000000,10.001742,1.260670,0.000000,0.000001,1.260670,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000514,0.000000,-0.000000,0.664707,0.664707,0.664707,0.664707,13.255077,211.457932,14.287698,52.864483,52.864483,52.864483,52.864483,3.571925,3.571925,3.571925,3.571925
17.470000,18.777705,0.000000,10.001742,1.260675,0.000000,0.000001,1.260675,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000512,0.000000,-0.000000,0.664707,0.664707,0.664707,0.664707,13.255077,211.457931,14.287698,52.864483,52.864483,52.864483,52.864483,3.571925,3.571925,3.571925,3.571925
17.480000,18.790311,0.000000,10.001742,1.260680,0.000000,0.000001,1.260680,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000510,0.000000,-0.000000,0.664707,0.664707,0.664707,0.664707,13.255077,211.457930,14.287698,52.864483,52.864483,52.864483,52.864483,3.571925,3.571925,3.571925,3.571925
17.490000,18.802918,0.000000,10.001742,1.260685,0.000000,0.000001,1.260685,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000508,0.000000,-0.000000,0.664707,0.664707,0.664707,0.664707,13.255077,211.457930,14.287698,52.864482,52.864482,52.864482,52.864482,3.571924,3.571924,3.571924,3.571924
17.500000,18.815525,0.000000,10.001742,1.260690,0.000000,0.000001,1.260690,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000506,0.000000,-0.000000,0.664707,0.664707,0.664707,0.664707,13.255077,211.457929,14.287698,52.864482,52.864482,52.864482,52.864482,3.571924,3.571924,3.571924,3.571924
17.510000,18.828132,0.000000,10.001742,1.260695,0.000000,0.000001,1.260695,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000504,0.000000,-0.000000,0.664707,0.664707,0.664707,0.664707,13.255077,211.457929,14.287698,52.864482,52.864482,52.864482,52.864482,3.571924,3.571924,3.571924,3.571924
17.520000,18.840739,0.000000,10.001742,1.260701,0.000000,0.000001,1.260701,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000502,0.000000,-0.000000,0.664707,0.664707,0.664707,0.664707,13.255077,211.457928,14.287698,52.864482,52.864482,52.864482,52.864482,3.571924,3.571924,3.571924,3.571924
17.530000,18.853346,0.000000,10.001742,1.260706,0.000000,0.000001,1.260706,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000500,0.000000,-0.000000,0.664707,0.664707,0.664707,0.664707,13.255076,211.457927,14.287698,52.864482,52.864482,52.864482,52.864482,3.571924,3.571924,3.571924,3.571924
17.540000,18.865953,0.000000,10.001742,1.260711,0.000000,0.000001,1.260711,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000498,0.000000,-0.000000,0.664707,0.664707,0.664707,0.664707,13.255076,211.457927,14.287698,52.864482,52.864482,52.864482,52.864482,3.571924,3.571924,3.571924,3.571924
17.550000,18.878560,0.000000,10.001742,1.260715,0.000000,0.000001,1.260715,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000495,0.000000,-0.000000,0.664707,0.664707,0.664707,0.664707,13.255076,211.457926,14.287698,52.864482,52.864482,52.864482,52.864482,3.571924,3.571924,3.571924,3.571924
17.560000,18.891167,0.000000,10.001742,1.260720,0.000000,0.000001,1.260720,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000493,0.000000,-0.000000,0.664707,0.664707,0.664707,0.664707,13.255076,211.457926,14.287698,52.864481,52.864481,52.864481,52.864481,3.571924,3.571924,3.571924,3.571924
17.570000,18.903774,0.000000,10.001742,1.260725,0.000000,0.000001,1.260725,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000491,0.000000,-0.000000,0.664707,0.664707,0.664707,0.664707,13.255076,211.457925,14.287698,52.864481,52.864481,52.864481,52.864481,3.571924,3.571924,3.571924,3.571924
17.580000,18.916382,0.000000,10.001743,1.260730,0.000000,0.000001,1.260730,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000489,0.000000,-0.000000,0.664707,0.664707,0.664707,0.664707,13.255076,211.457924,14.287698,52.864481,52.864481,52.864481,52.864481,3.571924,3.571924,3.571924,3.571924
17.590000,18.928989,0.000000,10.001743,1.260735,0.000000,0.000001,1.260735,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000487,0.000000,-0.000000,0.664707,0.664707,0.664707,0.664707,13.255076,211.457924,14.287698,52.864481,52.864481,52.864481,52.864481,3.571924,3.571924,3.571924,3.571924
17.600000,18.941596,0.000000,10.001743,1.260740,0.000000,0.000001,1.260740,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000485,0.000000,-0.000000,0.664707,0.664707,0.664707,0.664707,13.255076,211.457923,14.287698,52.864481,52.864481,52.864481,52.864481,3.571924,3.571924,3.571924,3.571924
17.610000,18.954204,0.000000,10.001743,1.260745,0.000000,0.000001,1.260745,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000483,0.000000,-0.000000,0.664707,0.664707,0.664707,0.664707,13.255076,211.457923,14.287697,52.864481,52.864481,52.864481,52.864481,3.571924,3.571924,3.571924,3.571924
17.620000,18.966811,0.000000,10.001743,1.260750,0.000000,0.000001,1.260750,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000482,0.000000,-0.000000,0.664707,0.664707,0.664707,0.664707,13.255076,211.457922,14.287697,52.864481,52.864481,52.864481,52.864481,3.571924,3.571924,3.571924,3.571924
17.630000,18.979419,0.000000,10.001743,1.260755,0.000000,0.000001,1.260755,0.000000,0.052360,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000480,0.000000,-0.000000,0.664707,0.664707,0.664707,0.664707,13.255076,211.457921,14.287697,52.864480,52.864480,52.864480,52.864480,3.571924,3.571924,3.571924,3.571924
