t,x,y,z,vx,vy,vz,speed,roll,pitch,yaw,roll_target,pitch_target,yaw_target,altitude_target,p,q,r,ax,ay,az,m1,m2,m3,m4,thrust_total_n,power_total_w,current_total_a,power_m1_w,power_m2_w,power_m3_w,power_m4_w,current_m1_a,current_m2_a,current_m3_a,current_m4_a
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.720630,0.968378,0.968378,1.000000,1.000000,29.066351,686.917202,46.413324,163.458601,163.458601,180.000000,180.000000,11.044500,11.044500,12.162162,12.162162
0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.117206,0.117206,0.000000,-0.000000,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.072306,0.000000,0.000000,0.000000,11.912092,0.979032,0.979032,1.000000,1.000000,29.377567,697.826503,47.150439,168.913252,168.913252,180.000000,180.000000,11.413058,11.413058,12.162162,12.162162
0.020000,0.000000,0.000000,0.001172,0.000000,0.000000,0.236327,0.236327,0.000000,0.000723,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.119822,0.000000,0.015864,0.000000,12.033422,0.986407,0.986407,1.000000,1.000000,29.594974,705.517940,47.670131,172.758970,172.758970,180.000000,180.000000,11.672903,11.672903,12.162162,12.162162
0.030000,0.000000,0.000000,0.003535,0.000159,0.000000,0.356661,0.356661,0.000000,0.001921,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.150048,0.000000,0.042320,0.000000,12.105470,0.991512,0.991512,1.000000,1.000000,29.746437,710.910416,48.034488,175.455208,175.455208,180.000000,180.000000,11.855082,11.855082,12.162162,12.162162
0.040000,0.000002,0.000000,0.007102,0.000582,0.000000,0.477716,0.477716,0.000000,0.003422,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.168256,0.000000,0.075547,0.000000,12.142900,0.995040,0.995040,1.000000,1.000000,29.851563,714.669507,48.288480,177.334753,177.334753,180.000000,180.000000,11.982078,11.982078,12.162162,12.162162
0.050000,0.000007,0.000000,0.011879,0.001337,0.000000,0.599145,0.599147,0.000000,0.005104,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.178150,0.000000,0.112824,0.000000,12.156031,0.997468,0.997468,1.000000,1.000000,29.924147,717.272757,48.464375,178.636379,178.636379,180.000000,180.000000,12.070026,12.070026,12.162162,12.162162
0.060000,0.000021,0.000000,0.017871,0.002466,0.000000,0.720705,0.720710,0.000000,0.006886,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.182327,0.000000,0.152247,0.000000,12.152123,0.999129,0.999129,1.000000,1.000000,29.973895,719.060644,48.585179,179.530322,179.530322,180.000000,180.000000,12.130427,12.130427,12.162162,12.162162
0.070000,0.000045,0.000000,0.025078,0.003988,0.000000,0.842227,0.842236,0.000000,0.008709,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.182613,0.000000,0.192403,0.000000,12.124980,1.000000,1.000000,0.999745,0.999745,29.992365,719.725191,48.630081,180.000000,180.000000,179.862596,179.862596,12.162162,12.162162,12.152878,12.152878
0.080000,0.000085,0.000000,0.033500,0.005912,0.000000,0.963476,0.963495,0.000000,0.010535,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.180282,0.000000,0.232220,0.000000,12.067483,1.000000,1.000000,0.998994,0.998994,29.969834,718.914554,48.575308,180.000000,180.000000,179.457277,179.457277,12.162162,12.162162,12.125492,12.125492
0.090000,0.000144,0.000000,0.043135,0.008234,0.000000,1.084151,1.084183,0.000000,0.012338,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.176229,0.000000,0.271398,0.000000,12.015910,1.000000,1.000000,0.998503,0.998503,29.955132,718.385971,48.539593,180.000000,180.000000,179.192985,179.192985,12.162162,12.162162,12.107634,12.107634
0.100000,0.000227,0.000000,0.053976,0.010948,0.000000,1.204310,1.204360,0.000000,0.014100,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.171076,0.000000,0.309563,0.000000,11.968491,1.000000,1.000000,0.998195,0.998195,29.945888,718.053727,48.517144,180.000000,180.000000,179.026864,179.026864,12.162162,12.162162,12.096410,12.096410
0.110000,0.000336,0.000000,0.066019,0.014044,0.000000,1.323995,1.324070,0.000000,0.015811,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.165256,0.000000,0.346475,0.000000,11.923986,1.000000,1.000000,0.998012,0.998012,29.940433,717.857713,48.503900,180.000000,180.000000,178.928856,178.928856,12.162162,12.162162,12.089788,12.089788
0.120000,0.000477,0.000000,0.079259,0.017509,0.000000,1.443235,1.443341,0.000000,0.017464,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.159069,0.000000,0.381988,0.000000,11.881527,1.000000,1.000000,0.997918,0.997918,29.937595,717.755768,48.497011,180.000000,180.000000,178.877884,178.877884,12.162162,12.162162,12.086344,12.086344
0.130000,0.000652,0.000000,0.093692,0.021328,0.000000,1.562050,1.562196,0.000000,0.019054,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.152721,0.000000,0.416024,0.000000,11.840504,1.000000,1.000000,0.997883,0.997883,29.936553,717.718331,48.494482,180.000000,180.000000,178.859166,178.859166,12.162162,12.162162,12.085079,12.085079
0.140000,0.000865,0.000000,0.109312,0.025489,0.000000,1.680455,1.680649,0.000000,0.020582,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.146353,0.000000,0.448549,0.000000,11.800493,1.000000,1.000000,0.997889,0.997889,29.936730,717.724689,48.494911,180.000000,180.000000,178.862344,178.862344,12.162162,12.162162,12.085294,12.085294
0.150000,0.001120,0.000000,0.126117,0.029974,0.000000,1.798460,1.798710,0.000000,0.022045,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.140059,0.000000,0.479559,0.000000,11.761200,1.000000,1.000000,0.997922,0.997922,29.937723,717.760343,48.497320,180.000000,180.000000,178.880171,178.880171,12.162162,12.162162,12.086498,12.086498
0.160000,0.001420,0.000000,0.144101,0.034770,0.000000,1.916072,1.916388,0.000000,0.023446,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.133902,0.000000,0.509075,0.000000,11.722418,1.000000,1.000000,0.997973,0.997973,29.939249,717.815163,48.501025,180.000000,180.000000,178.907581,178.907581,12.162162,12.162162,12.088350,12.088350
0.170000,0.001767,0.000000,0.163262,0.039861,0.000000,2.033297,2.033687,0.000000,0.024785,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.127922,0.000000,0.537127,0.000000,11.684004,1.000000,1.000000,0.998035,0.998035,29.941111,717.882088,48.505547,180.000000,180.000000,178.941044,178.941044,12.162162,12.162162,12.090611,12.090611
0.180000,0.002166,0.000000,0.183595,0.045232,0.000000,2.150137,2.150612,0.000000,0.026064,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.122143,0.000000,0.563759,0.000000,11.645863,1.000000,1.000000,0.998104,0.998104,29.943174,717.956215,48.510555,180.000000,180.000000,178.978107,178.978107,12.162162,12.162162,12.093115,12.093115
0.190000,0.002618,0.000000,0.205096,0.050869,0.000000,2.266595,2.267166,0.000000,0.027285,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.116579,0.000000,0.589018,0.000000,11.607925,1.000000,1.000000,0.998176,0.998176,29.945343,718.034152,48.515821,180.000000,180.000000,179.017076,179.017076,12.162162,12.162162,12.095748,12.095748
0.200000,0.003127,0.000000,0.227762,0.056760,0.000000,2.382675,2.383350,0.000000,0.028451,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.111236,0.000000,0.612955,0.000000,11.570147,1.000000,1.000000,0.998250,0.998250,29.947553,718.113571,48.521187,180.000000,180.000000,179.056786,179.056786,12.162162,12.162162,12.098431,12.098431
0.210000,0.003695,0.000000,0.251589,0.062889,0.000000,2.498376,2.499167,0.000000,0.029563,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.106115,0.000000,0.635621,0.000000,11.532498,1.000000,1.000000,0.998324,0.998324,29.949760,718.192890,48.526547,180.000000,180.000000,179.096445,179.096445,12.162162,12.162162,12.101111,12.101111
0.220000,0.004324,0.000000,0.276573,0.069245,0.000000,2.613701,2.614618,0.000000,0.030625,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.101213,0.000000,0.657070,0.000000,11.494957,1.000000,1.000000,0.998397,0.998397,29.951935,718.271049,48.531828,180.000000,180.000000,179.135525,179.135525,12.162162,12.162162,12.103752,12.103752
0.230000,0.005016,0.000000,0.302710,0.075816,0.000000,2.728651,2.729704,0.000000,0.031637,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.096527,0.000000,0.677353,0.000000,11.457513,1.000000,1.000000,0.998467,0.998467,29.954058,718.347351,48.536983,180.000000,180.000000,179.173676,179.173676,12.162162,12.162162,12.106329,12.106329
0.240000,0.005774,0.000000,0.329996,0.082590,0.000000,2.843226,2.844425,0.000000,0.032602,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.092050,0.000000,0.696522,0.000000,11.420158,1.000000,1.000000,0.998536,0.998536,29.956117,718.421356,48.541983,180.000000,180.000000,179.210678,179.210678,12.162162,12.162162,12.108830,12.108830
0.250000,0.006600,0.000000,0.358429,0.089555,0.000000,2.957427,2.958783,0.000000,0.033523,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.087774,0.000000,0.714626,0.000000,11.382888,1.000000,1.000000,0.998602,0.998602,29.958104,718.492797,48.546811,180.000000,180.000000,179.246399,179.246399,12.162162,12.162162,12.111243,12.111243
0.260000,0.007496,0.000000,0.388003,0.096701,0.000000,3.071256,3.072778,0.000000,0.034400,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.083694,0.000000,0.731713,0.000000,11.345700,1.000000,1.000000,0.998666,0.998666,29.960016,718.561534,48.551455,180.000000,180.000000,179.280767,179.280767,12.162162,12.162162,12.113565,12.113565
0.270000,0.008463,0.000000,0.418715,0.104018,0.000000,3.184713,3.186411,0.000000,0.035237,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.079800,0.000000,0.747829,0.000000,11.308594,1.000000,1.000000,0.998728,0.998728,29.961851,718.627508,48.555913,180.000000,180.000000,179.313754,179.313754,12.162162,12.162162,12.115794,12.115794
0.280000,0.009503,0.000000,0.450562,0.111497,0.000000,3.297799,3.299683,0.000000,0.036035,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.076086,0.000000,0.763019,0.000000,11.271571,1.000000,1.000000,0.998786,0.998786,29.963609,718.690718,48.560184,180.000000,180.000000,179.345359,179.345359,12.162162,12.162162,12.117930,12.117930
0.290000,0.010618,0.000000,0.483540,0.119127,0.000000,3.410515,3.412595,0.000000,0.036796,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.072543,0.000000,0.777326,0.000000,11.234631,1.000000,1.000000,0.998842,0.998842,29.965291,718.751202,48.564270,180.000000,180.000000,179.375601,179.375601,12.162162,12.162162,12.119973,12.119973
0.300000,0.011809,0.000000,0.517646,0.126900,0.000000,3.522861,3.525146,0.000000,0.037521,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.069164,0.000000,0.790791,0.000000,11.197777,1.000000,1.000000,0.998896,0.998896,29.966899,718.809021,48.568177,180.000000,180.000000,179.404511,179.404511,12.162162,12.162162,12.121926,12.121926
0.310000,0.013078,0.000000,0.552874,0.134808,0.000000,3.634839,3.637338,0.000000,0.038213,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.065942,0.000000,0.803453,0.000000,11.161010,1.000000,1.000000,0.998947,0.998947,29.968435,718.864256,48.571909,180.000000,180.000000,179.432128,179.432128,12.162162,12.162162,12.123792,12.123792
0.320000,0.014426,0.000000,0.589223,0.142842,0.000000,3.746449,3.749171,0.000000,0.038873,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.062869,0.000000,0.815348,0.000000,11.124332,1.000000,1.000000,0.998996,0.998996,29.969901,718.916993,48.575473,180.000000,180.000000,179.458497,179.458497,12.162162,12.162162,12.125574,12.125574
0.330000,0.015854,0.000000,0.626687,0.150996,0.000000,3.857692,3.860646,0.000000,0.039501,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.059939,0.000000,0.826514,0.000000,11.087744,1.000000,1.000000,0.999043,0.999043,29.971301,718.967328,48.578874,180.000000,180.000000,179.483664,179.483664,12.162162,12.162162,12.127275,12.127275
0.340000,0.017364,0.000000,0.665264,0.159261,0.000000,3.968570,3.971764,0.000000,0.040101,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.057146,0.000000,0.836984,0.000000,11.051248,1.000000,1.000000,0.999087,0.999087,29.972636,719.015356,48.582119,180.000000,180.000000,179.507678,179.507678,12.162162,12.162162,12.128897,12.128897
0.350000,0.018957,0.000000,0.704950,0.167631,0.000000,4.079082,4.082525,0.000000,0.040672,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.054482,0.000000,0.846792,0.000000,11.014846,1.000000,1.000000,0.999130,0.999130,29.973910,719.061174,48.585214,180.000000,180.000000,179.530587,179.530587,12.162162,12.162162,12.130445,12.130445
0.360000,0.020633,0.000000,0.745741,0.176099,0.000000,4.189231,4.192930,0.000000,0.041217,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.051943,0.000000,0.855967,0.000000,10.978539,1.000000,1.000000,0.999170,0.999170,29.975125,719.104876,48.588167,180.000000,180.000000,179.552438,179.552438,12.162162,12.162162,12.131921,12.131921
0.370000,0.022394,0.000000,0.787633,0.184658,0.000000,4.299016,4.302980,0.000000,0.041736,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.049522,0.000000,0.864540,0.000000,10.942329,1.000000,1.000000,0.999209,0.999209,29.976284,719.146555,48.590983,180.000000,180.000000,179.573278,179.573278,12.162162,12.162162,12.133330,12.133330
0.380000,0.024241,0.000000,0.830623,0.193304,0.000000,4.408439,4.412675,0.000000,0.042232,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.047214,0.000000,0.872540,0.000000,10.906216,1.000000,1.000000,0.999246,0.999246,29.977389,719.186302,48.593669,180.000000,180.000000,179.593151,179.593151,12.162162,12.162162,12.134672,12.134672
0.390000,0.026174,0.000000,0.874707,0.202029,0.000000,4.517501,4.522017,0.000000,0.042704,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.045013,0.000000,0.879993,0.000000,10.870204,1.000000,1.000000,0.999281,0.999281,29.978442,719.224204,48.596230,180.000000,180.000000,179.612102,179.612102,12.162162,12.162162,12.135953,12.135953
0.400000,0.028194,0.000000,0.919882,0.210829,0.000000,4.626203,4.631005,0.000000,0.043154,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.042915,0.000000,0.886925,0.000000,10.834291,1.000000,1.000000,0.999315,0.999315,29.979447,719.260346,48.598672,180.000000,180.000000,179.630173,179.630173,12.162162,12.162162,12.137174,12.137174
0.410000,0.030303,0.000000,0.966144,0.219698,0.000000,4.734546,4.739641,0.000000,0.043583,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.040914,0.000000,0.893361,0.000000,10.798480,1.000000,1.000000,0.999347,0.999347,29.980405,719.294806,48.601000,180.000000,180.000000,179.647403,179.647403,12.162162,12.162162,12.138338,12.138338
0.420000,0.032500,0.000000,1.013490,0.228632,0.000000,4.842531,4.847925,0.000000,0.043992,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.039007,0.000000,0.899325,0.000000,10.762771,1.000000,1.000000,0.999377,0.999377,29.981318,719.327664,48.603221,180.000000,180.000000,179.663832,179.663832,12.162162,12.162162,12.139448,12.139448
0.430000,0.034786,0.000000,1.061915,0.237625,0.000000,4.950159,4.955859,0.000000,0.044382,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.037189,0.000000,0.904839,0.000000,10.727164,1.000000,1.000000,0.999406,0.999406,29.982189,719.358992,48.605337,180.000000,180.000000,179.679496,179.679496,12.162162,12.162162,12.140506,12.140506
0.440000,0.037162,0.000000,1.111417,0.246674,0.000000,5.057431,5.063443,0.000000,0.044754,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.035455,0.000000,0.909924,0.000000,10.691662,1.000000,1.000000,0.999434,0.999434,29.983019,719.388862,48.607356,180.000000,180.000000,179.694431,179.694431,12.162162,12.162162,12.141516,12.141516
0.450000,0.039629,0.000000,1.161991,0.255773,0.000000,5.164347,5.170677,0.000000,0.045109,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.033802,0.000000,0.914600,0.000000,10.656264,1.000000,1.000000,0.999460,0.999460,29.983811,719.417341,48.609280,180.000000,180.000000,179.708671,179.708671,12.162162,12.162162,12.142478,12.142478
0.460000,0.042187,0.000000,1.213635,0.264919,0.000000,5.270910,5.277563,0.000000,0.045447,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.032227,0.000000,0.918889,0.000000,10.620971,1.000000,1.000000,0.999485,0.999485,29.984565,719.444494,48.611114,180.000000,180.000000,179.722247,179.722247,12.162162,12.162162,12.143395,12.143395
0.470000,0.044836,0.000000,1.266344,0.274108,0.000000,5.377120,5.384102,0.000000,0.045769,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.030724,0.000000,0.922807,0.000000,10.585783,1.000000,1.000000,0.999509,0.999509,29.985285,719.470382,48.612864,180.000000,180.000000,179.735191,179.735191,12.162162,12.162162,12.144270,12.144270
0.480000,0.047577,0.000000,1.320115,0.283336,0.000000,5.482977,5.490293,0.000000,0.046076,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.029292,0.000000,0.926372,0.000000,10.550701,1.000000,1.000000,0.999532,0.999532,29.985971,719.495064,48.614531,180.000000,180.000000,179.747532,179.747532,12.162162,12.162162,12.145104,12.145104
0.490000,0.050410,0.000000,1.374945,0.292600,0.000000,5.588484,5.596139,0.000000,0.046369,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.027927,0.000000,0.929602,0.000000,10.515726,1.000000,1.000000,0.999554,0.999554,29.986625,719.518597,48.616121,180.000000,180.000000,179.759298,179.759298,12.162162,12.162162,12.145899,12.145899
0.500000,0.053336,0.000000,1.430830,0.301896,0.000000,5.693642,5.701640,0.000000,0.046648,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.026625,0.000000,0.932513,0.000000,10.480857,1.000000,1.000000,0.999575,0.999575,29.987248,719.541032,48.617637,180.000000,180.000000,179.770516,179.770516,12.162162,12.162162,12.146657,12.146657
0.510000,0.056355,0.000000,1.487766,0.311221,0.000000,5.798450,5.806796,0.000000,0.046915,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.025384,0.000000,0.928480,0.000000,10.304674,0.997013,0.997013,0.996199,0.996199,29.796714,712.694302,48.155020,178.391666,178.391666,177.955485,177.955485,12.053491,12.053491,12.024019,12.024019
0.520000,0.059467,0.000000,1.545750,0.320506,0.000000,5.901497,5.910194,0.000000,0.047168,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.023259,0.000000,0.913384,0.000000,9.901886,0.988504,0.988504,0.987995,0.987995,29.299109,694.915941,46.953780,173.863078,173.863078,173.594892,173.594892,11.747505,11.747505,11.729385,11.729385
0.530000,0.062672,0.000000,1.604765,0.329639,0.000000,6.000516,6.009563,0.000000,0.047401,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.021870,0.000000,0.897934,0.000000,9.505611,0.980134,0.980134,0.979746,0.979746,28.808452,677.533122,45.779265,169.483940,169.483940,169.282621,169.282621,11.451618,11.451618,11.438015,11.438015
0.540000,0.065969,0.000000,1.664771,0.338619,0.000000,6.095572,6.104970,0.000000,0.047620,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.020778,0.000000,0.882315,0.000000,9.115811,0.971846,0.971846,0.971510,0.971510,28.324732,660.540351,44.631105,165.220885,165.220885,165.049291,165.049291,11.163573,11.163573,11.151979,11.151979
0.550000,0.069355,0.000000,1.725726,0.347442,0.000000,6.186730,6.196478,0.000000,0.047827,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.019820,0.000000,0.866607,0.000000,8.732445,0.963620,0.963620,0.963309,0.963309,27.847928,643.931941,43.508915,161.060824,161.060824,160.905146,160.905146,10.882488,10.882488,10.871969,10.871969
0.560000,0.072829,0.000000,1.787594,0.356108,0.000000,6.274054,6.284152,0.000000,0.048026,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.018936,0.000000,0.850852,0.000000,8.355471,0.955448,0.955448,0.955154,0.955154,27.378016,627.702126,42.412306,156.998059,156.998059,156.853004,156.853004,10.607977,10.607977,10.598176,10.598176
0.570000,0.076391,0.000000,1.850334,0.364616,0.000000,6.357609,6.368056,0.000000,0.048215,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.018102,0.000000,0.835078,0.000000,7.984849,0.947329,0.947329,0.947047,0.947047,26.914971,611.845114,41.340886,153.029583,153.029583,152.892974,152.892974,10.339837,10.339837,10.330606,10.330606
0.580000,0.080037,0.000000,1.913910,0.372967,0.000000,6.437458,6.448253,0.000000,0.048396,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.017309,0.000000,0.819305,0.000000,7.620536,0.939262,0.939262,0.938991,0.938991,26.458763,596.355101,40.294264,149.153371,149.153371,149.024180,149.024180,10.077930,10.077930,10.069201,10.069201
0.590000,0.083766,0.000000,1.978285,0.381160,0.000000,6.513663,6.524806,0.000000,0.048569,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.016553,0.000000,0.803552,0.000000,7.262487,0.931248,0.931248,0.930986,0.930986,26.009365,581.226288,39.272046,145.367758,145.367758,145.245386,145.245386,9.822146,9.822146,9.813877,9.813877
0.600000,0.087578,0.000000,2.043421,0.389196,0.000000,6.586288,6.597777,0.000000,0.048735,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.015829,0.000000,0.787834,0.000000,6.910660,0.923286,0.923286,0.923034,0.923034,25.566745,566.452880,38.273843,141.671212,141.671212,141.555228,141.555228,9.572379,9.572379,9.564542,9.564542
0.610000,0.091470,0.000000,2.109284,0.397074,0.000000,6.655394,6.667229,0.000000,0.048893,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.015138,0.000000,0.772168,0.000000,6.565008,0.915379,0.915379,0.915136,0.915136,25.130872,552.029096,37.299263,138.062251,138.062251,137.952297,137.952297,9.328530,9.328530,9.321101,9.321101
0.620000,0.095441,0.000000,2.175838,0.404796,0.000000,6.721045,6.733224,0.000000,0.049044,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.014477,0.000000,0.756566,0.000000,6.225487,0.907526,0.907526,0.907291,0.907291,24.701713,537.949167,36.347917,134.539414,134.539414,134.435170,134.435170,9.090501,9.090501,9.083457,9.083457
0.630000,0.099489,0.000000,2.243049,0.412361,0.000000,6.783299,6.795822,0.000000,0.049189,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.013845,0.000000,0.741042,0.000000,5.892050,0.899728,0.899728,0.899502,0.899502,24.279234,524.207344,35.419415,131.101253,131.101253,131.002419,131.002419,8.858193,8.858193,8.851515,8.851515
0.640000,0.103612,0.000000,2.310882,0.419772,0.000000,6.842220,6.855084,0.000000,0.049328,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.013240,0.000000,0.725608,0.000000,5.564651,0.891987,0.891987,0.891769,0.891769,23.863400,510.797898,34.513371,127.746327,127.746327,127.652622,127.652622,8.631509,8.631509,8.625177,8.625177
0.650000,0.107810,0.000000,2.379304,0.427028,0.000000,6.897866,6.911072,0.000000,0.049460,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.012662,0.000000,0.710274,0.000000,5.243240,0.884303,0.884303,0.884093,0.884093,23.454174,497.715121,33.629400,124.473201,124.473201,124.384360,124.384360,8.410351,8.410351,8.404349,8.404349
0.660000,0.112080,0.000000,2.448283,0.434131,0.000000,6.950299,6.963844,0.000000,0.049587,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.012109,0.000000,0.695052,0.000000,4.927772,0.876677,0.876677,0.876474,0.876474,23.051519,484.953336,32.767117,121.280449,121.280449,121.196219,121.196219,8.194625,8.194625,8.188934,8.188934
0.670000,0.116422,0.000000,2.517786,0.441081,0.000000,6.999577,7.013460,0.000000,0.049708,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.011581,0.000000,0.679951,0.000000,4.618197,0.869109,0.869109,0.868913,0.868913,22.655397,472.506890,31.926141,118.166651,118.166651,118.086794,118.086794,7.984233,7.984233,7.978837,7.978837
0.680000,0.120832,0.000000,2.587781,0.447881,0.000000,7.045759,7.059980,0.000000,0.049824,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.011075,0.000000,0.664980,0.000000,4.314465,0.861600,0.861600,0.861411,0.861411,22.265769,460.370164,31.106092,115.130396,115.130396,115.054686,115.054686,7.779081,7.779081,7.773965,7.773965
0.690000,0.125311,0.000000,2.658239,0.454531,0.000000,7.088903,7.103460,0.000000,0.049934,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.010591,0.000000,0.650146,0.000000,4.016527,0.854152,0.854152,0.853970,0.853970,21.882594,448.537573,30.306593,112.170283,112.170283,112.098504,112.098504,7.579073,7.579073,7.574223,7.574223
0.700000,0.129856,0.000000,2.729128,0.461032,0.000000,7.129068,7.143960,0.000000,0.050040,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.010129,0.000000,0.635458,0.000000,3.724334,0.846764,0.846764,0.846589,0.846589,21.505832,437.003565,29.527268,109.284917,109.284917,109.216866,109.216866,7.384116,7.384116,7.379518,7.379518
0.710000,0.134467,0.000000,2.800419,0.467387,0.000000,7.166312,7.181537,0.000000,0.050141,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.009687,0.000000,0.620922,0.000000,3.437833,0.839438,0.839438,0.839269,0.839269,21.135439,425.762629,28.767745,106.472916,106.472916,106.408399,106.408399,7.194116,7.194116,7.189757,7.189757
0.720000,0.139141,0.000000,2.872082,0.473596,0.000000,7.200690,7.216248,0.000000,0.050238,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.009264,0.000000,0.606545,0.000000,3.156975,0.832175,0.832175,0.832011,0.832011,20.771375,414.809292,28.027655,103.732906,103.732906,103.671740,103.671740,7.008980,7.008980,7.004847,7.004847
0.730000,0.143877,0.000000,2.944089,0.479661,0.000000,7.232260,7.248149,0.000000,0.050331,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.008859,0.000000,0.592333,0.000000,2.881708,0.824975,0.824975,0.824817,0.824817,20.413594,404.138126,27.306630,101.063526,101.063526,101.005537,101.005537,6.828617,6.828617,6.824698,6.824698
0.740000,0.148673,0.000000,3.016411,0.485585,0.000000,7.261077,7.277296,0.000000,0.050420,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.008472,0.000000,0.578290,0.000000,2.611980,0.817838,0.817838,0.817686,0.817686,20.062053,393.743744,26.604307,98.463425,98.463425,98.408447,98.408447,6.652934,6.652934,6.649219,6.649219
0.750000,0.153529,0.000000,3.089022,0.491368,0.000000,7.287197,7.303744,0.000000,0.050504,0.000000,0.000000,0.052360,0.000000,10.000000,0.000000,0.008102,0.000000,0.564421,0.000000,2.347739,0.810767,0.810767,0.810620,0.810620,19.716706,383.620806,25.920325,95.931263,95.931263,95.879140,95.879140,6.481842,6.481842,6.478320,6.478320
